Expenditure Date,Payee Name,Address,Payee Type,Amount($),Committee Name,Expense Category,Expense Purpose,Expense Toward,Expense Method,Vendor,Fundtype,Comments
7/14/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,345,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
7/15/2022,Blue Wall Mail  LLC,1 World Trade Center  285 Fulton St  69 Floor  New York  New York 10007,Business/Group/Organization,30198,Blair  David for Montgomery,Direct Mailing by Mail House (R),Mailing Service,,Wire Transfer,,Electoral,Direct Mail Services
7/15/2022,SKDK,1150 18th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,45000,Blair  David for Montgomery,Media,TV,,Wire Transfer,,Electoral,Media
7/15/2022,Capital Doc Solutions,12115 Parklawn Dr  Ste L  Rockville  Maryland 20852,Business/Group/Organization,164,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Computer Equip,,Debit Card,,Electoral,Office Equipment
7/15/2022,Kevin Mack,13204 Squires Ct.  N. Potomac  Maryland 20878,Individual,539,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Reimbursement
7/18/2022,Ironmark,9040 Junction Dr  Annapolis Junction  Maryland 20701,Business/Group/Organization,790,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Check,,Electoral,Printing
7/18/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
7/19/2022,Microsoft,1 Microsoft Way  Redmond  Washington 98052,Business/Group/Organization,9,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
7/19/2022,Dropbox,1800 Owens St  Ste 200  San Francisco  California 94158,Business/Group/Organization,54,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
7/19/2022,PayPal,2211 N First Street  San Jose  California 94088,Business/Group/Organization,1313,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
7/19/2022,Safeway,5000 Bradley Blvd  Bethesda  Maryland 20815,Business/Group/Organization,24,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Event
7/19/2022,Home Depot,12087 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,48,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
7/19/2022,Verizon,1095 Avenue of the Americas  New York  New York 10036,Business/Group/Organization,69,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Phone / Cell Phone,,EFT,,Electoral,Utilities
7/19/2022,Liam Hall,8801 Copenhauer Dr  Potomac  Maryland 20854,Individual,23,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Reimbursement
7/19/2022,Liam Hall,8801 Copenhauer Dr  Potomac  Maryland 20854,Individual,91,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Reimbursement
7/19/2022,Just Yard Signs,2235 Mercator Dr  Orlando  Florida 32807,Business/Group/Organization,9505,Blair  David for Montgomery,Printing and Campaign Materials,Printing - Yard Signs,,Check,,Electoral,Campaign Paraphernalia
7/19/2022,LJ's Cafe,9210 Corporate Blvd  Rockville  Maryland 20850,Business/Group/Organization,2152,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Food & Beverage
7/20/2022,Papa Johns,11638 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,684,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
7/20/2022,LJ's Cafe,9210 Corporate Blvd  Rockville  Maryland 20850,Business/Group/Organization,1451,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Food & Beverage
7/21/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,1147,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
7/21/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,83559,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
7/22/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,280,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
7/22/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,812,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
7/22/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,1708,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
7/22/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,35556,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
7/22/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,6,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
7/22/2022,Kevin Mack,13204 Squires Ct.  N. Potomac  Maryland 20878,Individual,96,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Reimbursement
7/25/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,5,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
7/25/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,1471,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
7/25/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,607,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
7/27/2022,Printing Specialist,806 CROMWELL PARK DR  GLEN BURNIE  Maryland 21061,Business/Group/Organization,1720,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
7/27/2022,Printing Specialist,806 CROMWELL PARK DR  GLEN BURNIE  Maryland 21061,Business/Group/Organization,1784,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
7/27/2022,The Sterling,1325 G St NW #500  Washington  District Of Columbia 20005,Business/Group/Organization,175,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Check,,Electoral,Key Fobs
7/27/2022,World Language Solutions,420 Girard St  Unit T3  Gaithersburg  Maryland 20877,Business/Group/Organization,4720,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,Check,,Electoral,Contracted Canvassers
7/28/2022,Printing Specialist,806 CROMWELL PARK DR  GLEN BURNIE  Maryland 21061,Business/Group/Organization,1784,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
7/28/2022,Liam Hall,8801 Copenhauer Dr  Potomac  Maryland 20854,Individual,242,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Reimbursement
8/1/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,0,Blair  David for Montgomery,Other Expenses,Bank Charges,,Debit Card,,Electoral,Bank Fees
8/1/2022,Bethesda Magazine,7768 Woodmont Ave  #204  Bethesda  Maryland 20814,Business/Group/Organization,507,Blair  David for Montgomery,Media,Newspaper,,Debit Card,,Electoral,Advertisement
8/1/2022,LinkTree,37 ISLINGTON St  Collingwood  New Hampshire 03066,Business/Group/Organization,6,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Website
8/2/2022,Google GSuite,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,744,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
8/2/2022,Paragon Solution,2141 East Broadway Rd  suite 202  tempe  Arizona 85282,Business/Group/Organization,289,Blair  David for Montgomery,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,Credit Card Processing Fees
8/2/2022,Carefirst Blue Cross Blue Shield,10455 Mill Run Circle  Owings Mills  Maryland 21117,Business/Group/Organization,2155,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Insurance
8/2/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,32,Blair  David for Montgomery,Other Expenses,Bank Charges,,Debit Card,,Electoral,Bank Fees
8/2/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,32,Blair  David for Montgomery,Other Expenses,Bank Charges,,Debit Card,,Electoral,Bank Fees
8/2/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,32,Blair  David for Montgomery,Other Expenses,Bank Charges,,Debit Card,,Electoral,Bank Fees
8/3/2022,Washington Gas,11801 Nebel Street  Rockville  Maryland 20852,Business/Group/Organization,38,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Gas,,Debit Card,,Electoral,Wheaton Office
8/3/2022,Pepco,PO Box 97274  Washington  District Of Columbia 20090-7274,Business/Group/Organization,155,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Electrical,,EFT,,Electoral,Wheaton Office
8/3/2022,11751 Rockville,11751 Rockville Pike  North Bethesda  Maryland 20852,Business/Group/Organization,5354,Blair  David for Montgomery,Rent and Other Office expenses,Office Rent,,EFT,,Electoral,Office Rent (Rockville)
8/3/2022,Susan Hood,10150 Pointe Clear Ct  New Market  Maryland 21774,Individual,113,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reimbursement
8/4/2022,Georgia West  LLC,8708 1st Ave  Silver Spring  Maryland 20910,Business/Group/Organization,3558,Blair  David for Montgomery,Rent and Other Office expenses,Office Rent,,EFT,,Electoral,Office Rent (Wheaton)
8/4/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,1193,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
8/4/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,54234,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
8/5/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,131,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
8/5/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,12603,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
8/5/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
8/8/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,16,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
8/8/2022,Adobe,345 Park Ave  San Jose  California 95110,Business/Group/Organization,56,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,adobe software
8/8/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,260,Blair  David for Montgomery,Other Expenses,Bank Charges,,Debit Card,,Electoral,Bank Fees
8/9/2022,Smokey Glen Farm,16407 Riffleford Road  Gaithersburg  Maryland 20878,Business/Group/Organization,16074,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Event Sponsorship
8/9/2022,The Moco Show,5 County Court  Gaithersburg  Maryland 20878,Business/Group/Organization,325,Blair  David for Montgomery,Media,Media - Website Development,,Debit Card,,Electoral,Advertising
8/9/2022,Microsoft,1 Microsoft Way  Redmond  Washington 98052,Business/Group/Organization,33,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
8/9/2022,Hart Research Association,1724 Connecticut Ave Nw  Washington  District Of Columbia 20009,Business/Group/Organization,25000,Blair  David for Montgomery,Media,Media - Website Development,,Debit Card,,Electoral,Polling
8/10/2022,Comcast,PO Box 71211  Charlotte  North Carolina 28272-1211,Business/Group/Organization,855,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Internet Access,,Debit Card,,Electoral,Rockville Office
8/11/2022,Microsoft,1 Microsoft Way  Redmond  Washington 98052,Business/Group/Organization,8,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
8/11/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,5,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
8/11/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,326,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
8/11/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,54,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
8/12/2022,Fedex,942 Shady Grove Rd S  Memphis  Tennessee 38120,Business/Group/Organization,31,Blair  David for Montgomery,Postage,Postage,,Debit Card,,Electoral,Shipping
8/12/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
8/12/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
8/15/2022,Zoom,55 Almaden Blvd  Fl 6  San Jose  California 95113,Business/Group/Organization,45,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Conference Services
8/16/2022,Capital Doc Solutions,12115 Parklawn Dr  Ste L  Rockville  Maryland 20852,Business/Group/Organization,164,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Computer Equip,,Debit Card,,Electoral,Office Equipment
8/16/2022,Rebecca Wang,3 Pooks Hill Road  #307  Bethesda  Maryland 20814,Individual,31,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reimbursement
8/16/2022,Rebecca Wang,3 Pooks Hill Road  #307  Bethesda  Maryland 20814,Individual,302,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reimbursement
8/18/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,35,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
