Expenditure Date,Payee Name,Address,Payee Type,Amount($),Committee Name,Expense Category,Expense Purpose,Expense Toward,Expense Method,Vendor,Fundtype,Comments
6/6/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,25,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/6/2022,Staples,500 STAPLES DR  FRAMINGHAM  Massachusetts 01702,Business/Group/Organization,21,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/7/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,135,Blair  David for Montgomery,Other Expenses,Bank Charges,,EFT,,Electoral,Bank Fees
6/7/2022,USPS,475 Lenfant Plz SW  Washington  District Of Columbia 20260,Business/Group/Organization,1200,Blair  David for Montgomery,Postage,Postage,,Debit Card,,Electoral,Postage
6/8/2022,Adobe,345 Park Ave  San Jose  California 95110,Business/Group/Organization,56,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,adobe software
6/8/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
6/9/2022,The Moco Show,5 County Court  Gaithersburg  Maryland 20878,Business/Group/Organization,500,Blair  David for Montgomery,Media,Media - Website Development,,Debit Card,,Electoral,Advertising
6/9/2022,Microsoft,1 Microsoft Way  Redmond  Washington 98052,Business/Group/Organization,35,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
6/9/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,263,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
6/9/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,1264,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
6/9/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,89230,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
6/9/2022,SyDar of DC,5650 3rd Street NE  Washington  District Of Columbia 20011,Business/Group/Organization,2500,Blair  David for Montgomery,Media,Newspaper,,Check,,Electoral,Blair for Montgomery Ad
6/9/2022,SyDar of DC,5650 3rd Street NE  Washington  District Of Columbia 20011,Business/Group/Organization,2011,Blair  David for Montgomery,Media,Newspaper,,Check,,Electoral,Blair for Montgomery Ad
6/9/2022,Steve Essomo-Massong,12 Indian Grass Ct  Germantown  Maryland 20874,Individual,213,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Reimbursement - payroll
6/10/2022,Blue Wall Mail  LLC,1 World Trade Center  285 Fulton St  69 Floor  New York  New York 10007,Business/Group/Organization,18450,Blair  David for Montgomery,Direct Mailing by Mail House (R),Mailing Service,,Wire Transfer,,Electoral,Direct Mail Services
6/10/2022,Hart Research Association,1724 Connecticut Ave Nw  Washington  District Of Columbia 20009,Business/Group/Organization,44000,Blair  David for Montgomery,Media,Media - Website Development,,Wire Transfer,,Electoral,Polling
6/10/2022,SKDK,1150 18th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,67067,Blair  David for Montgomery,Media,TV,,Wire Transfer,,Electoral,Media
6/10/2022,SKDK,1150 18th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,223140,Blair  David for Montgomery,Media,TV,,Wire Transfer,,Electoral,Media
6/10/2022,Blue Wall Mail  LLC,1 World Trade Center  285 Fulton St  69 Floor  New York  New York 10007,Business/Group/Organization,273834,Blair  David for Montgomery,Direct Mailing by Mail House (R),Mailing Service,,Wire Transfer,,Electoral,Direct Mail Services
6/10/2022,Comcast,PO Box 71211  Charlotte  North Carolina 28272-1211,Business/Group/Organization,852,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Internet Access,,Debit Card,,Electoral,Rockville Office
6/10/2022,Printing Specialist,806 CROMWELL PARK DR  GLEN BURNIE  Maryland 21061,Business/Group/Organization,227,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
6/10/2022,Fedex,942 Shady Grove Rd S  Memphis  Tennessee 38120,Business/Group/Organization,11,Blair  David for Montgomery,Postage,Postage,,Debit Card,,Electoral,Shipping
6/10/2022,Safeway,5000 Bradley Blvd  Bethesda  Maryland 20815,Business/Group/Organization,75,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
6/10/2022,Safeway,5000 Bradley Blvd  Bethesda  Maryland 20815,Business/Group/Organization,5,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
6/10/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,26819,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
6/10/2022,Blueprint Interactive,1220 19th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,127500,Blair  David for Montgomery,Media,Media - Website Development,,Check,,Electoral,Media
6/10/2022,Barbara Salkin,15101 Interlachen Drive  #220  Silver Spring  Maryland 20906,Individual,100,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reimbursement
6/10/2022,11751 Rockville,11751 Rockville Pike  North Bethesda  Maryland 20852,Business/Group/Organization,3205,Blair  David for Montgomery,Rent and Other Office expenses,Office Rent,,EFT,,Electoral,Office Rent (Rockville)
6/13/2022,Ironmark,9040 Junction Dr  Annapolis Junction  Maryland 20701,Business/Group/Organization,1520,Blair  David for Montgomery,Printing and Campaign Materials,Printing - Brochures,,Debit Card,,Electoral,Printing
6/13/2022,Microsoft,1 Microsoft Way  Redmond  Washington 98052,Business/Group/Organization,9,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
6/13/2022,Crystal Parking,1210 9th Street  NW  Washington  District Of Columbia 20001,Business/Group/Organization,25,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Parking
6/13/2022,Bethesda Magazine,7768 Woodmont Ave  #204  Bethesda  Maryland 20814,Business/Group/Organization,800,Blair  David for Montgomery,Media,Newspaper,,Debit Card,,Electoral,Advertisement
6/14/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
6/14/2022,Doyle Printing,5206 46th Ave  Hyattsville  Maryland 20781,Business/Group/Organization,488,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Give Aways
6/14/2022,Zoom,55 Almaden Blvd  Fl 6  San Jose  California 95113,Business/Group/Organization,45,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Conference Services
6/15/2022,USPS,475 Lenfant Plz SW  Washington  District Of Columbia 20260,Business/Group/Organization,375,Blair  David for Montgomery,Postage,Postage,,Debit Card,,Electoral,Postage
6/15/2022,Etsy.com,Dumbo  Brooklyn  New York 11201,Business/Group/Organization,397,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,VOTE swag
6/15/2022,Printing Specialist,806 CROMWELL PARK DR  GLEN BURNIE  Maryland 21061,Business/Group/Organization,805,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
6/16/2022,SKDK,1150 18th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,223140,Blair  David for Montgomery,Media,TV,,Wire Transfer,,Electoral,Media
6/16/2022,Costco,880 Russell Avenue  Gaithersburg  Maryland 20879,Business/Group/Organization,475,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/16/2022,Blueprint Interactive,1220 19th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,127500,Blair  David for Montgomery,Media,Media - Website Development,,Check,,Electoral,Media
6/16/2022,Washington Gas,11801 Nebel Street  Rockville  Maryland 20852,Business/Group/Organization,41,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Gas,,EFT,,Electoral,Wheaton Office
6/16/2022,NGP/VAN,1445 New York Ave NW  Ste 200  Washington  District Of Columbia 20005,Business/Group/Organization,2735,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,EFT,,Electoral,Database Services
6/16/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,37,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/17/2022,Fantasy World Entertainment,124 Jibsail Drive  Prince Frederick  Maryland 20678,Business/Group/Organization,4690,Blair  David for Montgomery,Fund Raiser,Fundraiser - Entertainment,,Check,,Electoral,
6/17/2022,Potomac Pizza,10220 River Road  Suite 1  Potomac  Maryland 20854,Business/Group/Organization,110,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
6/17/2022,Capital Doc Solutions,12115 Parklawn Dr  Ste L  Rockville  Maryland 20852,Business/Group/Organization,701,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Computer Equip,,Debit Card,,Electoral,Office Equipment
6/17/2022,Giant,12051 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,84,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
6/19/2022,Rockville Garage,200 East Middle Lane  Rockville  Maryland 20850,Business/Group/Organization,9,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Parking
6/21/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,1138,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
6/21/2022,Capital Doc Solutions,12115 Parklawn Dr  Ste L  Rockville  Maryland 20852,Business/Group/Organization,164,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Computer Equip,,Debit Card,,Electoral,Office Equipment
6/21/2022,2019 SudsSo - Sign Up,14672 Southlawn Lane  Bay 1  Rockville  Maryland 20850,Business/Group/Organization,47,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,MoCo Roadrunners 5K - 10/11/22 expense purpose amended (approved by LH)
6/21/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,54,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/21/2022,Twinbrook West Lot,1600 Chapman Ave  Rockville  Maryland 20850,Business/Group/Organization,9,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Parking
6/21/2022,Home Depot,12087 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,43,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/21/2022,Party City,1500 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,38,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Birthday supplies
6/21/2022,Giant,12051 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,11,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
6/21/2022,Dropbox,1800 Owens St  Ste 200  San Francisco  California 94158,Business/Group/Organization,48,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
6/21/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,46,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/21/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,8,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
6/21/2022,Verizon,1095 Avenue of the Americas  New York  New York 10036,Business/Group/Organization,69,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Phone / Cell Phone,,EFT,,Electoral,Utilities
6/21/2022,Pepco,PO Box 97274  Washington  District Of Columbia 20090-7274,Business/Group/Organization,140,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Electrical,,EFT,,Electoral,Wheaton Office
6/21/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,316,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
6/22/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,5,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/22/2022,Compost Crew,12343 Carroll Ave  Rockville  Maryland 20852,Business/Group/Organization,36,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Internet Access,,Debit Card,,Electoral,Rockville Office
6/22/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,23,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/22/2022,Mark Weiss,4710 Bethesda Ave  Bethesda  Maryland 20814,Business/Group/Organization,6985,Blair  David for Montgomery,Printing and Campaign Materials,Billboards / Outdoor Advertising,,Check,,Electoral,Yard Signs
6/23/2022,&Pizza,11626 Old Georgetown Rd  Rockville  Maryland 20852,Business/Group/Organization,93,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
6/23/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,73154,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
6/23/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,223,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
6/23/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,1307,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
6/24/2022,SKDK,1150 18th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,248340,Blair  David for Montgomery,Media,TV,,Wire Transfer,,Electoral,Media
6/24/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,44,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/24/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,28802,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
6/27/2022,EB Drag Duels Semi,PO Box 382  Kensington  Maryland 20895,Business/Group/Organization,46,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,MoCo Pride Event - 10/11/22 expense purpose amended (approved by LH)
6/28/2022,World Language Solutions,420 Girard St  Unit T3  Gaithersburg  Maryland 20877,Business/Group/Organization,2462,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,Check,,Electoral,
6/28/2022,Costco,880 Russell Avenue  Gaithersburg  Maryland 20879,Business/Group/Organization,124,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/28/2022,WAVE-India This,PO Box 352  Bryans Rd  Maryland 20616,Business/Group/Organization,2800,Blair  David for Montgomery,Media,Newspaper,,Debit Card,,Electoral,India This Week Ad
6/28/2022,Verizon,1095 Avenue of the Americas  New York  New York 10036,Business/Group/Organization,267,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Phone / Cell Phone,,Debit Card,,Electoral,Utilities
6/28/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
6/29/2022,Staples,500 STAPLES DR  FRAMINGHAM  Massachusetts 01702,Business/Group/Organization,89,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/29/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,40,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
6/29/2022,The Blue Deal,4115 Annandale Road  Suite 105  Annandale  Virginia 22003,Business/Group/Organization,2272,Blair  David for Montgomery,Media,Media - Website Development,,Debit Card,,Electoral,Media
6/29/2022,Rebecca Wang,3 Pooks Hill Road  #307  Bethesda  Maryland 20814,Individual,232,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reimbursement
6/30/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,0,Blair  David for Montgomery,Other Expenses,Bank Charges,,EFT,,Electoral,Bank Fees
6/30/2022,SKDK,1150 18th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,258516,Blair  David for Montgomery,Media,TV,,Wire Transfer,,Electoral,Media
6/30/2022,LinkTree,37 ISLINGTON St  Collingwood  New Hampshire 03066,Business/Group/Organization,6,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Website
6/30/2022,&Pizza,11626 Old Georgetown Rd  Rockville  Maryland 20852,Business/Group/Organization,59,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
7/1/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
7/5/2022,Campaign Verify,1215 31st Street NW PO Box 3554  Washington  District Of Columbia 20007,Business/Group/Organization,100,Blair  David for Montgomery,Media,Newspaper,,Debit Card,,Electoral,Blairformontgomery Texts
7/5/2022,Safeway,5000 Bradley Blvd  Bethesda  Maryland 20815,Business/Group/Organization,166,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Event
7/5/2022,Paragon Solution,2141 East Broadway Rd  suite 202  tempe  Arizona 85282,Business/Group/Organization,412,Blair  David for Montgomery,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,Credit Card Processing Fees
7/5/2022,Paragon Solution,2141 East Bvroadway Rd  Suite 202  Tempe  Arizona 85282,Business/Group/Organization,484,Blair  David for Montgomery,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,Credit Card Processing Fees
7/5/2022,Carefirst Blue Cross Blue Shield,10455 Mill Run Circle  Owings Mills  Maryland 21117,Business/Group/Organization,2155,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Insurance
7/5/2022,Google GSuite,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,724,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
7/5/2022,Blueprint Interactive,1220 19th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,116000,Blair  David for Montgomery,Media,Media - Website Development,,Check,,Electoral,Media
7/6/2022,Leisure World,3701 Rossmoor Blvd  Silver Spring  Maryland 20906,Business/Group/Organization,700,Blair  David for Montgomery,Media,Newspaper,,Debit Card,,Electoral,Blairformontgomery Ad
7/6/2022,Costco,11160 Veirs Mill Rd  wheaton  Maryland 20902,Business/Group/Organization,254,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
7/6/2022,ACR Media Inc,2730 University Blvd  Suite 200  Wheaton  Maryland 20902,Business/Group/Organization,4600,Blair  David for Montgomery,Media,TV,,Debit Card,,Electoral,Media
7/6/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,16,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
7/6/2022,Lord Industries,2028 Reese Rd  Westminster  Maryland 21157,Business/Group/Organization,1208,Blair  David for Montgomery,Media,Newspaper,,EFT,,Electoral,Blairformontgomery Ad
7/6/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,300,Blair  David for Montgomery,Other Expenses,Bank Charges,,EFT,,Electoral,Bank Fees
7/6/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
7/6/2022,LJ's Cafe,9210 Corporate Blvd  Rockville  Maryland 20850,Business/Group/Organization,190,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Food & Beverage
7/7/2022,Georgia West  LLC,8708 1st Ave  Silver Spring  Maryland 20910,Business/Group/Organization,2670,Blair  David for Montgomery,Rent and Other Office expenses,Office Rent,,EFT,,Electoral,Office Rent (Wheaton)
7/7/2022,11751 Rockville,11751 Rockville Pike  North Bethesda  Maryland 20852,Business/Group/Organization,4295,Blair  David for Montgomery,Rent and Other Office expenses,Office Rent,,EFT,,Electoral,Office Rent (Rockville)
7/7/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,96239,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
7/7/2022,Blue Wall Mail  LLC,1 World Trade Center  285 Fulton St  69 Floor  New York  New York 10007,Business/Group/Organization,2836,Blair  David for Montgomery,Direct Mailing by Mail House (R),Mailing Service,,Wire Transfer,,Electoral,Direct Mail Services
7/7/2022,Blue Wall Mail  LLC,1 World Trade Center  285 Fulton St  69 Floor  New York  New York 10007,Business/Group/Organization,7350,Blair  David for Montgomery,Direct Mailing by Mail House (R),Mailing Service,,Wire Transfer,,Electoral,Direct Mail Services
7/7/2022,Blue Wall Mail  LLC,1 World Trade Center  285 Fulton St  69 Floor  New York  New York 10007,Business/Group/Organization,285921,Blair  David for Montgomery,Direct Mailing by Mail House (R),Mailing Service,,Wire Transfer,,Electoral,Direct Mail Services
7/7/2022,Printing Specialist,806 CROMWELL PARK DR  GLEN BURNIE  Maryland 21061,Business/Group/Organization,965,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
7/7/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,293,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
7/7/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,1266,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
7/8/2022,SKDK,1150 18th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,214635,Blair  David for Montgomery,Media,TV,,Wire Transfer,,Electoral,Media
7/8/2022,SKDK,1150 18th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,274206,Blair  David for Montgomery,Media,TV,,Wire Transfer,,Electoral,Media
7/8/2022,Twin Valley Distillery,1029 East Gude  Rockville  Maryland 20850,Business/Group/Organization,226,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Event
7/8/2022,Adobe,345 Park Ave  San Jose  California 95110,Business/Group/Organization,56,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,adobe software
7/8/2022,Giant,12051 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,13,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
7/8/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,30073,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
7/8/2022,Just Yard Signs,2235 Mercator Dr  Orlando  Florida 32807,Business/Group/Organization,2006,Blair  David for Montgomery,Printing and Campaign Materials,Printing - Yard Signs,,Check,,Electoral,Campaign Paraphernalia
7/11/2022,Comcast,PO Box 71211  Charlotte  North Carolina 28272-1211,Business/Group/Organization,852,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Internet Access,,Debit Card,,Electoral,Rockville Office
7/11/2022,Shake Shack,7997 Tuckerman Ln  Potomac  Maryland 20854,Business/Group/Organization,183,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
7/11/2022,Shake Shack,7997 Tuckerman Ln  Potomac  Maryland 20854,Business/Group/Organization,41,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
7/11/2022,Sam's Club,608 SW 8th St  Bentonville  Arkansas 72712,Business/Group/Organization,226,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Equipment
7/11/2022,Microsoft,1 Microsoft Way  Redmond  Washington 98052,Business/Group/Organization,35,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
7/12/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
7/12/2022,World Language Solutions,420 Girard St  Unit T3  Gaithersburg  Maryland 20877,Business/Group/Organization,2462,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,Check,,Electoral,Contracted Canvassers
7/13/2022,SKDK,1150 18th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,49923,Blair  David for Montgomery,Media,TV,,Wire Transfer,,Electoral,Media
7/13/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,35,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
7/13/2022,Safeway,5000 Bradley Blvd  Bethesda  Maryland 20815,Business/Group/Organization,22,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
7/14/2022,Capital Doc Solutions,12115 Parklawn Dr  Ste L  Rockville  Maryland 20852,Business/Group/Organization,932,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Computer Equip,,Debit Card,,Electoral,Office Equipment
7/14/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,5,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
7/14/2022,Zoom,55 Almaden Blvd  Fl 6  San Jose  California 95113,Business/Group/Organization,45,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Conference Services
7/14/2022,Shell Oil,12151 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,18,Blair  David for Montgomery,Salaries and Other compensation,Staff - Travel,,Debit Card,,Electoral,Gas/oil
7/14/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,3,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
7/14/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,873,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
